iter	Logloss
234	0.4394908504
235	0.4393769785
236	0.4389860039
237	0.4387528061
238	0.4383522249
239	0.4381537754
240	0.4378816422
241	0.437764714
242	0.4374937461
243	0.4373116977
244	0.4371015241
245	0.4368808643
246	0.4367307893
247	0.4365414908
248	0.4362788802
249	0.4361786107
250	0.4359968855
251	0.4357812472
252	0.4355652203
253	0.4352611244
254	0.4350518189
255	0.4348710102
256	0.4346953861
257	0.4344561545
258	0.434281525
259	0.4341047161
260	0.4339992034
261	0.4338948151
262	0.4336839194
263	0.4334495208
264	0.4331503906
265	0.4328483756
266	0.4326334889
267	0.4324664401
268	0.4324199889
269	0.432239189
270	0.4319547415
271	0.4316713684
272	0.4314927378
273	0.4312383986
274	0.4309507273
275	0.4307459397
276	0.4305485363
277	0.4303414696
278	0.4302189979
279	0.4300222319
280	0.429871091
281	0.4295743725
282	0.4294235598
283	0.4293195721
284	0.429028508
285	0.4288512667
286	0.4286152979
287	0.4285217901
288	0.4283159214
289	0.4280635366
290	0.4279006056
291	0.4276601502
292	0.4273142544
293	0.4271626511
294	0.4270008263
295	0.4267631865
296	0.4265330403
297	0.4264138068
298	0.4262228446
299	0.425985283
300	0.4257932349
301	0.4256503779
302	0.4255257619
303	0.4251816274
304	0.4249524935
305	0.4247802946
306	0.4245107345
307	0.4243703561
308	0.42408862
309	0.4239961094
310	0.4237299076
311	0.4235669384
312	0.4234150606
313	0.4232517042
314	0.4230446335
315	0.4228993883
316	0.422818245
317	0.4226121582
318	0.4224807682
319	0.4223340103
320	0.4221731904
321	0.4219407673
322	0.421775455
323	0.4215458294
324	0.4213620531
325	0.4211062134
326	0.4208831082
327	0.4207632
328	0.4205548973
329	0.4203333325
330	0.4202121903
331	0.4200985344
332	0.4199301724
333	0.4197593829
334	0.4195209638
335	0.419392912
336	0.4192118737
337	0.4190852034
338	0.4189110988
339	0.4186985848
340	0.4184659
341	0.4181695435
342	0.4180401782
343	0.4179018429
344	0.4177482102
345	0.4175705134
346	0.4174210331
347	0.4172778084
348	0.416997112
349	0.4169071793
350	0.4167913051
351	0.4167244266
352	0.4165515397
353	0.4164125454
354	0.4161988012
355	0.4160469287
356	0.4158703726
357	0.4156223635
358	0.4154007175
359	0.415113167
360	0.4148574527
361	0.4146541704
362	0.414533668
363	0.4142636496
364	0.4140489172
365	0.4138625976
366	0.4136159488
367	0.4134337733
368	0.4132552559
369	0.4131803251
370	0.413058967
371	0.4128949677
372	0.4126551285
373	0.4124162008
374	0.4121740101
375	0.4121304055
376	0.4118476913
377	0.4117361497
378	0.4115124008
379	0.4113785494
380	0.4112326546
381	0.4110852407
382	0.410920302
383	0.4107757338
384	0.4105340753
385	0.4103831972
386	0.4102984128
387	0.4100907035
388	0.4099231811
389	0.409784591
390	0.409560489
391	0.4094389282
392	0.4091767852
393	0.4089276903
394	0.4088127527
395	0.4085994425
396	0.408452553
397	0.4081548217
398	0.4078924143
399	0.4077269932
400	0.4076358301
401	0.4074673905
402	0.4072558678
403	0.4070725732
404	0.4068421265
405	0.4066170363
406	0.4064452056
407	0.4062756128
408	0.4059920895
409	0.4059597744
410	0.4058125908
411	0.4055489751
412	0.4053268564
413	0.4052350513
414	0.4050448816
415	0.4049207505
416	0.4046845004
417	0.4045112644
418	0.4042835473
419	0.4041831202
420	0.4039773764
421	0.4037973267
422	0.4036204095
423	0.4034681443
424	0.4031673687
425	0.4030655322
426	0.4028208876
427	0.4026849193
428	0.4024127536
429	0.4023166558
430	0.4021793441
431	0.4019914754
432	0.4017514073
433	0.4015901562
434	0.401361065
435	0.4012082255
436	0.4010491159
437	0.4009538031
438	0.4007458962
439	0.4005481038
440	0.4004377109
441	0.4002595167
442	0.4000532599
443	0.399886747
444	0.3996373502
445	0.3995271373
446	0.3994408795
447	0.3992041895
448	0.3989998024
449	0.3988498799
450	0.3986750463
451	0.3985256506
452	0.3983218073
453	0.3981684558
454	0.3980036496
455	0.3977456575
456	0.3975894213
457	0.3974787347
458	0.397313883
459	0.3971715694
460	0.3969149952
461	0.3967001073
462	0.3965282733
463	0.396372521
464	0.3960892049
465	0.395861063
466	0.3957425844
467	0.3956073784
468	0.3954823259
469	0.3952734175
470	0.3951499915
471	0.3950111261
472	0.3948280944
473	0.3945510191
474	0.3944445901
475	0.3941617446
476	0.3939526226
477	0.3937122494
478	0.393573465
479	0.3934760957
480	0.3933866931
481	0.3932428763
482	0.3930599522
483	0.3929034181
484	0.3928998263
485	0.3927288586
486	0.3925328203
487	0.3923867937
488	0.3922885865
489	0.3921563772
490	0.3920251823
491	0.3917829683
492	0.3916157746
493	0.3914257269
494	0.3911953679
495	0.3910068509
496	0.3908678524
497	0.3907026087
498	0.3905283109
499	0.3902842778
500	0.3899616561
501	0.3898281243
502	0.3896244189
503	0.3894206647
504	0.389246186
505	0.3891012727
506	0.3889544052
507	0.3887938252
508	0.3886682328
509	0.3885007684
510	0.3882233358
511	0.3880678521
512	0.3878267442
513	0.3877213747
514	0.3875283977
515	0.3873897699
516	0.3872363136
517	0.3870606929
518	0.3867873074
519	0.3867119718
520	0.3864917229
521	0.3862726442
522	0.3861063812
523	0.3859431498
524	0.3856444101
525	0.3854993444
526	0.3853177791
527	0.3851699495
528	0.3849655775
529	0.3848302168
530	0.384594673
531	0.3844853297
532	0.3842807847
533	0.3840931467
534	0.3838309952
535	0.383703766
536	0.3835328704
537	0.3833548114
538	0.3831246705
539	0.3829501351
540	0.3828498292
541	0.3827445975
542	0.3825803222
543	0.3823588717
544	0.3822449117
545	0.3821294459
546	0.3819382332
547	0.3818599537
548	0.3816146468
549	0.3814993143
550	0.3812723178
551	0.3810347298
552	0.3808012472
553	0.3805847146
554	0.3803670919
555	0.3802057668
556	0.3800384917
557	0.3798652877
558	0.3797918292
559	0.3796016743
560	0.3794044945
561	0.3792245396
562	0.3790544564
563	0.3790133167
564	0.3788281777
565	0.378672017
566	0.3785733341
567	0.3784677831
568	0.3782414526
569	0.378059054
570	0.3778169053
571	0.3776094261
572	0.3774614919
573	0.3772800013
574	0.3770567736
575	0.3769789809
576	0.3767724192
577	0.3766510102
578	0.3764033457
579	0.3762222973
580	0.3761637223
581	0.3759031117
582	0.3757881381
583	0.3756593246
584	0.3754872461
585	0.3753614472
586	0.3752516353
587	0.37509086
588	0.3749474178
589	0.3747846942
590	0.3745773945
591	0.3745523988
592	0.37436071
593	0.3741248902
594	0.3739838676
595	0.373751172
596	0.373511795
597	0.3732413478
598	0.3731853177
599	0.3729527392
600	0.3727407024
601	0.3725174738
602	0.3722915327
603	0.3721840229
604	0.3720281515
605	0.3717868968
606	0.3717480299
607	0.3715993342
608	0.3713893
609	0.3712388769
610	0.3710659292
611	0.370966113
612	0.3707178314
613	0.3705514125
614	0.3703605324
615	0.3701662456
616	0.3698719158
617	0.3696226989
618	0.3694066093
619	0.3692190245
620	0.369028669
621	0.3689426047
622	0.3687806143
623	0.368637609
624	0.3684152337
625	0.3683063984
626	0.3681047219
627	0.3678517448
628	0.3676577327
629	0.3675065206
630	0.3673326927
631	0.3673101422
632	0.3671548318
633	0.3669802119
634	0.3669308054
635	0.3666982897
636	0.3666129092
637	0.3665060587
638	0.3663742761
639	0.3663201097
640	0.3661901326
641	0.3659856144
642	0.3658717535
643	0.3657420496
644	0.3655930026
645	0.36540348
646	0.3652663481
647	0.3650980834
648	0.3649811317
649	0.3647759171
650	0.3646347706
651	0.3644613556
652	0.3644155314
653	0.3642104545
654	0.3640239274
655	0.3638968754
656	0.3637398221
657	0.363440627
658	0.363240594
659	0.3630674709
660	0.3628687418
661	0.362679946
662	0.3624825819
663	0.3623385779
664	0.3622629471
665	0.3620909096
666	0.3618070083
667	0.3616802844
668	0.3615393513
669	0.3613740413
670	0.3612648924
671	0.3610500089
672	0.3608973522
673	0.3606189276
674	0.3605508547
675	0.3604341788
676	0.360210807
677	0.3600599179
678	0.3598114567
679	0.3596818879
680	0.3594744007
681	0.3593810645
682	0.3591506222
683	0.358897722
684	0.3587300757
685	0.3584756721
686	0.3583308433
687	0.3581941014
688	0.3580525243
689	0.3578228538
690	0.3576269445
691	0.3575009513
692	0.3573811284
693	0.3572805662
694	0.3571361962
695	0.3570368357
696	0.3568818406
697	0.3567527375
698	0.3565660897
699	0.356401487
700	0.3562398544
701	0.3559090255
702	0.3557585669
703	0.3556779176
704	0.3556186518
705	0.3554232032
706	0.3552974273
707	0.3551633537
708	0.3550477028
709	0.3549160349
710	0.3546440395
711	0.3544866825
712	0.3544679712
713	0.3543710789
714	0.3543193761
715	0.3541531982
716	0.3539658659
717	0.3539060673
718	0.3538507282
719	0.3536096813
720	0.3534759972
721	0.353449242
722	0.3532562144
723	0.3530395347
724	0.3529489242
725	0.3527777581
726	0.3526556537
727	0.3524683976
728	0.3523642424
729	0.3521906823
730	0.3520818152
731	0.3518478966
732	0.3516651032
733	0.3514442975
734	0.3513548342
735	0.3512616121
736	0.3511237769
737	0.3511110147
738	0.3509503947
739	0.35083954
740	0.3507357552
741	0.3506370482
742	0.3504276125
743	0.3502676335
744	0.3500794203
745	0.3499178296
746	0.3497726671
747	0.3496556132
748	0.3494399183
749	0.349300495
750	0.3491700535
751	0.3490553795
752	0.348966312
753	0.3488472018
754	0.3487522191
755	0.3486307863
756	0.3484309734
757	0.3482527993
758	0.3481542871
759	0.3479664189
760	0.3478647107
761	0.3476706401
762	0.3475730691
763	0.3474281435
764	0.3472550465
765	0.3470237978
766	0.346852854
767	0.3467032292
768	0.3463841074
769	0.346175324
770	0.3459660101
771	0.3458717481
772	0.345661452
773	0.3455370803
774	0.3453592596
775	0.3452869082
776	0.3451000584
777	0.3449799997
778	0.3448644701
779	0.3447391287
780	0.3445378452
781	0.3444619857
782	0.3443388708
783	0.3441920561
784	0.3441434952
785	0.3441057733
786	0.3439584732
787	0.3439058018
788	0.3438875798
789	0.3436593788
790	0.3434129864
791	0.3432264215
792	0.3430371786
793	0.3428506056
794	0.3427486043
795	0.3425022092
796	0.3423875347
797	0.3421644349
798	0.3419936549
799	0.3418340146
800	0.3417297803
801	0.3415472639
802	0.3413917108
803	0.3412056007
804	0.3410892192
805	0.3409945423
806	0.3408933565
807	0.340755058
808	0.3406407338
809	0.3405218435
810	0.3403447695
811	0.3401704455
812	0.3399992828
813	0.3398477785
814	0.3396997538
815	0.3394765405
816	0.3393553576
817	0.3392353572
818	0.3390655911
819	0.338940373
820	0.3388144052
821	0.3386779269
822	0.3384515239
823	0.3382017775
824	0.3380808666
825	0.3379270002
826	0.3378057869
827	0.3376657501
828	0.3374910654
829	0.3374405823
830	0.3374117564
831	0.3373138609
832	0.337073755
833	0.3369219841
834	0.3368937499
835	0.3368223922
836	0.3367472412
837	0.3365506618
838	0.3364092573
839	0.3362208067
840	0.3360335792
841	0.3358692018
842	0.3356686779
843	0.3355350283
844	0.3354516932
845	0.3353698049
846	0.3351669606
847	0.3350194555
848	0.3348914983
849	0.3348072046
850	0.3346619675
851	0.3345470608
852	0.3344762018
853	0.3343397334
854	0.3342219459
855	0.3339793373
856	0.3339416832
857	0.333811323
858	0.3336617486
859	0.3336067081
860	0.3335043417
861	0.3333094298
862	0.333211716
863	0.3330572527
864	0.3329065742
865	0.3327692542
866	0.3326115799
867	0.332483151
868	0.3323764094
869	0.332248501
870	0.332136416
871	0.3319804668
872	0.3318253209
873	0.3316961124
874	0.3315854631
875	0.3313949663
876	0.3312175106
877	0.3310738347
878	0.3309245506
879	0.3308025227
880	0.3306368907
881	0.3304656479
882	0.3303496757
883	0.3302341711
884	0.3301220458
885	0.3299912223
886	0.3298071535
887	0.3296769961
888	0.3295252319
889	0.3293947408
890	0.3292813478
891	0.329132737
892	0.3289858062
893	0.3288445851
894	0.3288005023
895	0.3286541583
896	0.3285226304
897	0.3284262328
898	0.3282507564
899	0.3281950543
900	0.3280594798
901	0.3279647076
902	0.327827462
903	0.3277322955
904	0.3276895427
905	0.327568072
906	0.327413423
907	0.3272855128
908	0.3271436187
909	0.3269936604
910	0.3268558142
911	0.3266789546
912	0.3264894613
913	0.3263160593
914	0.3262254473
915	0.3260382698
916	0.3258943137
917	0.3257724541
918	0.3256527222
919	0.3255304131
920	0.3253496109
921	0.3252000607
922	0.3250628277
923	0.3247543358
924	0.3245777619
925	0.3243613372
926	0.3242251514
927	0.3240028422
928	0.3239055285
929	0.323810147
930	0.3236951198
931	0.323506575
932	0.3233189707
933	0.3232195519
934	0.3231327841
935	0.3229509134
936	0.3228140523
937	0.3226022009
938	0.3223183551
939	0.3221009574
940	0.3219616618
941	0.3218289247
942	0.3216020835
943	0.3215314017
944	0.3213739091
945	0.3211764565
946	0.3210256865
947	0.3209173525
948	0.3208478268
949	0.320686935
950	0.3205727631
951	0.3203663827
952	0.3201953448
953	0.3200376624
954	0.319954928
955	0.3197262951
956	0.319662892
957	0.3195776507
958	0.3193884998
959	0.3192097481
960	0.3190795386
961	0.3189750173
962	0.3188624786
963	0.318764503
964	0.3186030089
965	0.3184966319
966	0.3183490393
967	0.3182894639
968	0.3182036374
969	0.3181133193
970	0.3179734848
971	0.3178535525
972	0.3176483059
973	0.3174907428
974	0.3173728924
975	0.3172077271
976	0.3171285939
977	0.3169653127
978	0.3168260561
979	0.3167413763
980	0.3166095724
981	0.3164856979
982	0.3163652705
983	0.3162514484
984	0.316098454
985	0.3158746081
986	0.3157275163
987	0.3156597691
988	0.3155595539
989	0.3154062102
990	0.3152315029
991	0.315067633
992	0.3150101735
993	0.3148136063
994	0.3147013356
995	0.3146006237
996	0.3144677538
997	0.3144035063
998	0.3142723028
999	0.3141021755
